nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,sizePron,motVedette,hwd,pronSampa,ipa,PartOfSpeech
4,emĕʹrgĕncy,,,,n.,26.0,80,10,emergency,emergency,i m 3:r dZ @ n s i:,imɜ:r?ənsiː,noun
4,emĕʹrſion,,,,n.,27.0,80,9,emersion,,,,noun
3,ĕʹmĕry,F.,,,n.,28.0,80,6,emery,emery,E m 3:r i:,ɛmɜ:riː,noun
3,emĕʹtics,G.,,,n.,29.0,80,8,emetics,,,,noun
5,emĭgrāʹtion,L.,,,n.,30.0,80,11,emigration,emigration,E m @ g r\ eI S @ n,ɛməgɹ?ʃən,noun
3,ĕʹmĭnĕnce,L.,,,n.,31.0,80,9,eminence,eminence,E m @ n @ n s,ɛmənəns,noun
3,ĕʹmĭnent,L.,,,a.,32.0,80,8,eminent,eminent,E m @ n @ n t,ɛmənənt,adjective
2,eʹmĭr,,,,n.,33.0,80,5,emir,emir,i m I r\,imɪɹ,noun
4,ĕmĭʹſſary,L.,,,n.,34.0,80,9,emissary,emissary,E m @ s E r\ i:,ɛməsɛɹiː,noun
4,emĭʹſſion,,,,n.,35.0,80,9,emission,emission,i m I S @ n,imɪʃən,noun
2,emĭʹt,,,,v.,36.0,80,5,emit,emit,i m I t,imɪt,verb
2,eʹmmet,,,,n.,37.0,80,6,emmet,emmet,E m i t,ɛmit,noun
4,emŏʹllĭĕnt,L.,,,a.,38.0,80,10,emollient,,,,adjective
4,emŏʹlūment,L.,,,n.,39.0,80,10,emolument,,,,noun
4,emōʹtion,F.,,,n.,40.0,80,8,emotion,emotion,i m @U S @ n,imoʊʃən,noun
2,empāʹle,,,,n.,41.0,80,7,empale,,,,noun
3,ĕmpăʹnnel,,,,n.,42.0,80,9,empannel,,,,noun
3,ĕmpăʹrlănce,,,,n.,43.0,80,11,emparlance,,,,noun
3,ĕmpăʹſting,,,,n.,44.0,80,10,empasting,,,,noun
2,ĕmpeaʹch,,,,v.,45.0,80,8,empeach,,,,verb
3,ĕʹmpĕror,F.,,,n.,46.0,80,8,emperor,emperor,E m p 3:r 3:r,ɛmpɜ:rɜ:r,noun
3,ĕʹmphăſis,G.,,,n.,47.0,80,9,emphasis,emphasis,E m f @ s @ s,ɛmfəsəs,noun
4,ĕmphăʹtĭcal,G.,,,a.,48.0,80,11,emphatical,,,,adjective
2,ĕʹmpĭre,L.,,,n.,49.0,80,7,empire,empire,E m p aI 3:r,ɛmp?ɜ:r,noun
2,ĕʹmpĭric,G.,,,n.,50.0,80,8,empiric,,,,noun
2,ĕmpleaʹd,,,,v.,51.0,80,8,emplead,,,,verb
2,ĕmployʹ,,,,n.,52.0,80,7,employ,employ,E m p l OI,ɛmpl?,noun
4,ĕmpōʹrĭum,G.,,,n.,53.0,80,9,emporium,emporium,E m p O: r\ i: @ m,ɛmpOːɹiːəm,noun
2,ĕʹmpreſs,,,,n.,54.0,80,8,empress,empress,E m p r\ E s,ɛmpɹɛs,noun
2,ĕʹmpty,,,,a.,55.0,80,6,empty,empty,E m p t i:,ɛmptiː,adjective
4,empy̆ʹrėȧl,G.,,,a.,56.0,80,10,empyoreal,,,,adjective
4,empyʹrėu̇m,G.,,,n.,57.0,80,10,empyreuom,,,,noun
3,ĕmūlāte,L.,nbSyll>1 et pas d'accent tonic,,v.,58.0,80,7,emulate,emulate,E m j @ l eI t,ɛmjəl?t,verb
5,ĕmūlāʹtion,,,,n.,59.0,80,10,emulation,emulation,E m j @ l eI S @ n,ɛmjəl?ʃən,noun
3,ĕmūl_o_us,,nbSyll>1 et pas d'accent tonic,,a.,60.0,80,9,emulous,,,,adjective
4,emŭʹlſion,L.,,,n.,61.0,80,9,emulsion,emulsion,i m V l S @ n,imʌlʃən,noun
4,emŭʹnctŏry,L.,,,n.,62.0,80,10,emunctory,,,,noun
3,enāʹble,,,,v.,63.0,80,7,enable,enable,E n eI b @ l,ɛn?bəl,verb
2,enăʹct,,,,v.,64.0,80,6,enact,enact,i n { k t,inækt,verb
3,enăʹmel,,,,v.,65.0,80,7,enamel,enamel,i n { m @ l,inæməl,verb
4,enăʹmo_u_red,F.,,,a.,66.0,80,12,enamoured,enamoured,E n { m 3:r d,ɛnæmɜ:rd,adjective
2,encăʹmp,,,,v.,67.0,80,7,encamp,encamp,i n k { m p,inkæmp,verb
3,ĕncăʹnthis,G.,,,n.,68.0,80,10,encanthis,,,,noun
4,ĕncĕʹphălī,G.,,,n.,69.0,80,10,encephali,,,,noun
2,ĕnchăʹnt,,,,v.,70.0,80,8,enchant,enchant,E n tS { n t,ɛn?ænt,verb
3,ĕnchăʹntment,,,,n.,71.0,80,12,enchantment,enchantment,E n tS { n t m @ n t,ɛn?æntmənt,noun
2,enchāʹſe,,,,v.,72.0,80,8,enchase,,,,verb
3,ĕncĭʹrcle,,,,v.,73.0,80,9,encircle,encircle,E n s 3:r k @ l,ɛnsɜ:rkəl,verb
4,ĕncōʹmĭaſt,,,,n.,2.0,81,10,encomiast,,,,noun
4,encōʹmĭum,G.,,,n.,3.0,81,9,encomium,,,,noun
3,encȯu̇nt_e_r,F.,nbSyll>1 et pas d'accent tonic,,n.,4.0,81,12,encouonter,,,,noun
3,ĕnc_o_ŭʹrage,F.,,,v.,5.0,81,12,encourage,encourage,E n k 3:r i dZ,ɛnkɜ:ri?,verb
4,ĕnc_o_ŭʹrag_e_ment,,,,n.,6.0,81,18,encouragement,encouragement,E n k 3:r i dZ m @ n t,ɛnkɜ:ri?mənt,noun
2,encreaʹſe,L.,,,v.,7.0,81,9,encrease,,,,verb
2,ĕncroaʹch,F.,,,v.,8.0,81,9,encroach,encroach,i n k r\ @U tS,inkɹoʊ?,verb
3,ĕncŭʹmbrănce,,,,n.,9.0,81,12,encumbrance,,,,noun
6,ĕncy̆ clopēʹdĭă,G.,,,n.,10.0,81,15,encyo clopedia,,,,noun
3,ĕndăʹmage,F.,,,v.,11.0,81,9,endamage,,,,verb
2,endeaʹr,,,,v.,12.0,81,7,endear,endear,E n d i: r\,ɛndiːɹ,verb
3,endeaʹrment,,,,n.,13.0,81,11,endearment,endearment,i n d I r\ m @ n t,indɪɹmənt,noun
3,ĕndeaʹvo_u_r,F.,,,v.,14.0,81,12,endeavour,endeavour,i n d E v 3:r,indɛvɜ:r,verb
2,ĕndĭʹve,,,,n.,15.0,81,7,endive,endive,E n d i v,ɛndiv,noun
2,eʹndleſs,,,,a.,16.0,81,8,endless,endless,E n d l @ s,ɛndləs,adjective
2,endȯʹẇ,F.,,,v.,17.0,81,6,endow,endow,E n d aU,ɛnd?,verb
3,ĕndȯʹẇment,,,,n.,18.0,81,10,endowment,endowment,E n d aU m @ n t,ɛnd?mənt,noun
2,ĕndūʹe,,,,v.,19.0,81,6,endue,,,,verb
2,ĕndūʹre,F.,,,v.,20.0,81,7,endure,endure,E n d j U r\,ɛndjʊɹ,verb
3,ĕʹnĕmā,,,,n.,21.0,81,6,enema,enema,E n @ m @,ɛnəmə,noun
3,ĕʹnĕmy,F.,,,n.,22.0,81,6,enemy,enemy,E n @ m i:,ɛnəmiː,noun
5,ĕnĕrgĕʹtĭcal,,,,a.,23.0,81,12,energetical,,,,adjective
3,ĕʹnĕrgy,G.,,,n.,24.0,81,7,energy,energy,E n 3:r dZ i:,ɛnɜ:r?iː,noun
3,ĕnĕʹrvāte,F.,,,v.,25.0,81,9,enervate,,,,verb
3,ĕnfeeʹble,,,,v.,26.0,81,9,enfeeble,enfeeble,E n f i: b @ l,ɛnfiːbəl,verb
3,ĕnfrăʹnchīſe,F.,,,v.,27.0,81,12,enfranchise,enfranchise,i n f r\ { n tS aI z,infɹæn??z,verb
4,ĕnfrănchīʹſ_e_ment,F.,,,n.,28.0,81,18,enfranchisement,,,,noun
2,ĕngāʹge,,,,v.,29.0,81,7,engage,engage,E n g eI dZ,ɛng??,verb
3,ĕngĕʹnd_e_r,,,,v.,30.0,81,11,engender,engender,E n dZ E n d 3:r,ɛn?ɛndɜ:r,verb
2,ĕʹngīne,F.,,,n.,31.0,81,7,engine,engine,E n dZ @ n,ɛn?ən,noun
3,engĭneeʹr,F.,,,n.,32.0,81,9,engineer,engineer,E n dZ @ n I r\,ɛn?ənɪɹ,noun
2,ĕʹngliſh,,,,a.,33.0,81,8,english,english,I N g l i S,ɪŋgliʃ,adjective
2,ĕngrăʹſt,F.,,,v.,34.0,81,8,engrast,,,,verb
2,ĕngrāʹve,F.,,,v.,35.0,81,8,engrave,engrave,i n g r\ eI v,ingɹ?v,verb
2,ĕngrŏʹſs.,F.,,,v.,36.0,81,9,engross,engross,i n g r\ @U s,ingɹoʊs,verb
2,ĕnhăʹnce,F.,,,v.,37.0,81,8,enhance,enhance,E n h { n s,ɛnhæns,verb
3,ĕnĭʹgmā,G.,,,n.,38.0,81,7,enigma,enigma,i n I g m @,inɪgmə,noun
4,ĕnĭgmăʹtic,,,,a.,39.0,81,10,enigmatic,enigmatic,E n i g m { 4 i k,ɛnigmæɾik,adjective
2,ĕnjoiʹn,,,,v.,40.0,81,7,enjoin,enjoin,E n dZ OI n,ɛn??n,verb
2,ĕnjoʹy,F.,,,v.,41.0,81,6,enjoy,enjoy,E n dZ OI,ɛn??,verb
3,ĕnjoʹyment,F.,,,n.,42.0,81,10,enjoyment,enjoyment,E n dZ OI m @ n t,ɛn??mənt,noun
2,ĕnlāʹrge,F.,,,v.,43.0,81,8,enlarge,enlarge,E n l A r\ dZ,ɛnlɑɹ?,verb
3,ĕnlīʹ_gh_t_e_n,,,,v.,44.0,81,14,enlighten,enlighten,E n l aI t @ n,ɛnl?tən,verb
3,enlīʹv_e_n,,,,v.,45.0,81,10,enliven,enliven,E n l aI v @ n,ɛnl?vən,verb
3,ĕʹnmĭty,F.,,,n.,46.0,81,7,enmity,enmity,E n m @ 4 i:,ɛnməɾiː,noun
3,ĕnnōʹble,F.,,,v.,47.0,81,8,ennoble,ennoble,i n @U b @ l,inoʊbəl,verb
4,ĕnŏʹrmĭty,L.,,,n.,48.0,81,9,enormity,enormity,i n O: r\ m @ 4 i:,inOːɹməɾiː,noun
3,ĕnōʹrm_o_ūs,L.,,,a.,49.0,81,11,enormous,enormous,i n O: r\ m @ s,inOːɹməs,adjective
2,enouʹgh (ĕnuff),,,Aide à la {pron}.,p.,50.0,81,15,enough enuff,,,,pronoun
2,ĕnoʹw,,,,p.,51.0,81,5,enow,,,,pronoun
2,ĕnquīʹre,L.,,,v.,52.0,81,8,enquire,enquire,i n k w aI 3:r,inkw?ɜ:r,verb
2,ĕnrāʹge,F.,,,v.,53.0,81,7,enrage,enrage,E n r\ eI dZ,ɛnɹ??,verb
2,ĕnrĭʹch,F.,,,v.,54.0,81,7,enrich,enrich,E n r\ I tS,ɛnɹɪ?,verb
2,ĕnroʹl,F.,,,v.,55.0,81,6,enrol,,,,verb
3,ĕnsăʹmple,,,,n.,56.0,81,9,ensample,,,,noun
2,ĕnfhrīʹne,,,,v.,57.0,81,9,enfhrine,,,,verb
2,ĕʹnsīgn,,,,n.,58.0,81,7,ensign,ensign,E n s @ n,ɛnsən,noun
2,ĕnftāʹl,,,,v.,59.0,81,7,enftal,,,,verb
3,ĕnſtaʹlment,,,,n.,60.0,81,11,enstalment,,,,noun
2,ĕnsūeʹ,,,,v.,61.0,81,6,ensue,ensue,i n s u,insu,verb
4,ĕntăʹblătūre,,,,n.,62.0,81,12,entablature,,,,noun
2,entaiʹl,,,,v.,63.0,81,7,entail,entail,E n t eI l,ɛnt?l,verb
2,ĕʹnt_e_r,F.,,,v.,64.0,81,8,enter,enter,E n t 3:r,ɛntɜ:r,verb
5,ĕntĕrŏʹcĕlè,G.,,,n.,65.0,81,11,enterocele,,,,noun
5,ĕntĕrŏʹmphălus,G.,,,n.,66.0,81,14,enteromphalus,,,,noun
3,ĕʹntĕrprīze,G.,,,n.,67.0,81,11,enterprize,,,,noun
3,ĕntĕrtaiʹn,F.,,,v.,68.0,81,10,entertain,entertain,E n t 3:r t eI n,ɛntɜ:rt?n,verb
4,ĕntĕrtaiʹnment,,,,n.,69.0,81,14,entertainment,entertainment,E n t 3:r t eI n m @ n t,ɛntɜ:rt?nmənt,noun
4,ĕntĕrtaiʹning,,,,a.,70.0,81,13,entertaining,entertaining,E n t 3:r t eI n i N,ɛntɜ:rt?niŋ,adjective
2,ĕnthraʹl,,,,v.,71.0,81,8,enthral,enthral,E n T r\ O: l,ɛnθɹOːl,verb
2,ĕnthrōʹne,F.,,,v.,72.0,81,9,enthrone,,,,verb
4,enthūʹsĭăſm,G.,,,n.,73.0,81,11,enthusiasm,enthusiasm,i n T u z i: { z @ m,inθuziːæzəm,noun
4,ĕnthūʹsĭaſt,G.,,,n.,2.0,82,11,enthusiast,enthusiast,E n T u z i: { s t,ɛnθuziːæst,noun
5,ĕnthūsĭăʹſtĭc,G.,,,a.,3.0,82,13,enthusiastic,enthusiastic,i n T u z i: { s t i k,inθuziːæstik,adjective
2,ĕntīʹce,,,,v.,4.0,82,7,entice,entice,i n t aI s,int?s,verb
2,ĕntīʹre,F.,,,a.,5.0,82,7,entire,entire,i n t aI 3:r,int?ɜ:r,adjective
3,ĕʹntĭty,,,,n.,6.0,82,7,entity,entity,E n t @ 4 i:,ɛntəɾiː,noun
2,ĕʹntrails,F.,,,n.,7.0,82,9,entrails,entrails,E n t r\ @ l z,ɛntɹəlz,noun
2,ĕʹntrănce,L.,,,n.,8.0,82,9,entrance,entrance,E n t r\ @ n s,ɛntɹəns,noun
2,ĕʹntry,,,,n.,9.0,82,6,entry,entry,E n t r\ i:,ɛntɹiː,noun
2,eʹntries,,,,n.,10.0,82,8,entries,entries,E n t r\ i: z,ɛntɹiːz,noun
2,ĕntwīʹne,,,,v.,11.0,82,8,entwine,entwine,E n t w aI n,ɛntw?n,verb
3,ĕʹnvī_o_us,,,,a.,12.0,82,10,envious,envious,E n v i: @ s,ɛnviːəs,adjective
3,ĕnvīʹr_o_n,F.,,,v.,13.0,82,10,environ,,,,verb
4,ĕnūʹmĕrāte,L.,,,v.,14.0,82,10,enumerate,enumerate,i n u m 3:r eI t,inumɜ:r?t,verb
6,ĕnūmĕrāʹtion,L.,,,n.,15.0,82,12,enumeration,enumeration,i n u m 3:r eI S @ n,inumɜ:r?ʃən,noun
2,ĕʹnvoy,F.,,,n.,16.0,82,6,envoy,envoy,E n v OI,ɛnv?,noun
2,ĕʹnvy,F.,,,n.,17.0,82,5,envy,envy,E n v i:,ɛnviː,noun
2,ēʹpact,G.,,,n.,18.0,82,6,epact,,,,noun
5,ĕphēmĕʹrĭdès,G.,,,n.,19.0,82,12,ephemerides,,,,noun
4,ĕphēʹmĕris,G.,,,n.,20.0,82,10,ephemeris,,,,noun
4,ĕphĭăʹltès,G.,,,n.,21.0,82,10,ephialtes,,,,noun
2,ēphod,,nbSyll>1 et pas d'accent tonic,,n.,22.0,82,5,ephod,,,,noun
3,ĕʹphŏrī,,,,n.,23.0,82,7,ephori,,,,noun
3,ĕʹpĭcēne,G.,,,a.,24.0,82,8,epicene,,,,adjective
2,ĕʹpic,G.,,,a.,25.0,82,5,epic,epic,E p i k,ɛpik,adjective
5,ĕpĭcūrēʹăn,G.,,,n.,26.0,82,10,epicurean,epicurean,E p @ k j U r\ i: @ n,ɛpəkjʊɹiːən,noun
5,ĕpĭdāʹmĭā,G.,,,n.,27.0,82,9,epidamia,,,,noun
4,ĕpĭdĕʹmic,G.,,,a.,28.0,82,9,epidemic,epidemic,E p @ d E m i k,ɛpədɛmik,adjective
4,ĕpĭdĕʹrmis,G.,,,n.,29.0,82,10,epidermis,epidermis,E p @ d 3:r m @ s,ɛpədɜ:rməs,noun
5,ĕpĭgăʹſtrĭon,G.,,,n.,30.0,82,12,epigastrion,,,,noun
4,ĕpĭgaēʹum,G.,,,n.,31.0,82,9,epigaeum,,,,noun
3,ĕʹpĭgrăm,G.,,,n.,32.0,82,8,epigram,epigram,E p @ g r\ { m,ɛpəgɹæm,noun
5,ĕpĭgrăʹmmătiſt,G.,,,n.,33.0,82,14,epigrammatist,,,,noun
4,ĕʹpĭlĕpfy,,,,n.,34.0,82,9,epilepfy,,,,noun
4,ĕpĭlĕʹptic,G.,,,a.,35.0,82,10,epileptic,epileptic,E p @ l E p t i k,ɛpəlɛptik,adjective
3,ĕʹpĭlog_ue_,G.,,,n.,36.0,82,11,epilogue,epilogue,E p @ l O: g,ɛpəlOːg,noun
4,ĕpĭʹphăny,G.,,,n.,37.0,82,9,epiphany,epiphany,i p I f @ n i:,ipɪfəniː,noun
5,ĕpĭphŏʹnĕmā,G.,,,n.,38.0,82,11,epiphonema,,,,noun
4,ĕpĭʹphŏrā,G.,,,n.,39.0,82,9,epiphora,,,,noun
4,epĭʹſcopăcy,G.,,,n.,40.0,82,11,episcopacy,,,,noun
4,ĕpĭʹſcŏpal,G.,,,a.,41.0,82,10,episcopal,episcopal,i p I s k @ p @ l,ipɪskəpəl,adjective
6,epĭſcŏpāʹlĭans,,,,n.,42.0,82,14,episcopalians,episcopalians,i p I s k @ p eI l i: @ n z,ipɪskəp?liːənz,noun
3,ĕʹpĭsōde,G.,,,n.,43.0,82,8,episode,episode,E p @ s @U d,ɛpəsoʊd,noun
3,ĕʹpĭʹſtle,G.,,,n.,44.0,82,9,epistle,epistle,i p I s @ l,ipɪsəl,noun
5,epĭʹſtŏlăry,L.,,,a.,45.0,82,11,epistolary,epistolary,i p I s t @ l E r\ i:,ipɪstəlɛɹiː,adjective
3,ĕʹpĭtăph,G.,,,n.,46.0,82,8,epitaph,epitaph,E p @ t { f,ɛpətæf,noun
6,epĭthălăʹmĭum,,,,n.,47.0,82,13,epithalamium,,,,noun
3,ĕʹpĭthet,G.,,,n.,48.0,82,8,epithet,epithet,E p @ T E t,ɛpəθɛt,noun
4,ĕpĭʹtŏmè,G.,,,n.,49.0,82,8,epitome,epitome,i p I 4 @ m i:,ipɪɾəmiː,noun
4,ĕpĭʹtŏmīze,G.,,,v.,50.0,82,10,epitomize,epitomize,i p I 4 @ m aI z,ipɪɾəm?z,verb
2,ĕʹpoch,G.,,,n.,51.0,82,6,epoch,epoch,E p @ k,ɛpək,noun
2,ĕʹpōde,G.,,,n.,52.0,82,6,epode,,,,noun
5,ĕquabĭʹlĭty,L.,,,n.,53.0,82,11,equability,,,,noun
3,ĕʹquable,,,,a.,54.0,82,8,equable,equable,E k w @ b @ l,ɛkwəbəl,adjective
2,eʹqual,L.,,,a.,55.0,82,6,equal,equal,i: k w @ l,iːkwəl,adjective
4,equaʹlĭty,L.,,,n.,56.0,82,9,equality,equality,i k w A l @ 4 i:,ikwɑləɾiː,noun
5,equănĭʹmĭty,L.,,,n.,57.0,82,11,equanimity,equanimity,i: k w @ n I m i 4 i:,iːkwənɪmiɾiː,noun
4,equāʹtion,L.,,,n.,58.0,82,9,equation,equation,i k w eI Z @ n,ikw?ʒən,noun
3,equāʹtor,L.,,,n.,59.0,82,8,equator,equator,i k w eI 4 3:r,ikw?ɾɜ:r,noun
3,eʹquĕries,L.,,,n.,60.0,82,9,equeries,,,,noun
4,ĕquĕʹſtrĭan,L.,,,a.,61.0,82,11,equestrian,equestrian,i k w E s t r\ i: @ n,ikwɛstɹiːən,adjective
5,equĭăngŭlar,L.,nbSyll>1 et pas d'accent tonic,,a.,62.0,82,11,equiangular,equiangular,i: k w @ { N g j @ l 3:r,iːkwəæŋgjəlɜ:r,adjective
4,equĭcrūʹral,L.,,,a.,63.0,82,11,equicrural,,,,adjective
4,equĭdĭʹſtānt,L.,,,a.,64.0,82,12,equidistant,,,,adjective
5,equĭfŏʹrmĭty,L.,,,n.,65.0,82,12,equiformity,,,,noun
5,equĭlăʹtĕral,L.,,,a.,66.0,82,12,equilateral,,,,adjective
5,equĭlĭʹbrĭum,L.,,,n.,67.0,82,12,equilibrium,equilibrium,i: k w @ l I b r\ i: @ m,iːkwəlɪbɹiːəm,noun
5,ĕquĭnŏʹctial,,,,n.,68.0,82,12,equinoctial,equinoctial,i: k w I n A k S @ l,iːkwɪnɑkʃəl,noun
4,ĕʹquĭnŏxès,,,,n.,69.0,82,10,equinoxes,equinoxes,i: k w @ n A k s I z,iːkwənɑksɪz,noun
2,equĭʹp,F.,,,v.,70.0,82,6,equip,equip,i k w I p,ikwɪp,verb
3,ĕʹquĭpage,F.,,,n.,71.0,82,9,equipage,equipage,E k w I p i dZ,ɛkwɪpi?,noun
3,ĕʹquĭpoiſe,,,,n.,72.0,82,10,equipoise,,,,noun
4,equĭpŏʹllent,L.,,,a.,2.0,83,12,equipollent,,,,adjective
5,equĭpŏʹndĕrāte,,,,a.,3.0,83,14,equiponderate,,,,adjective
5,equĭpŏʹndĕr_o_us,,,,a.,4.0,83,16,equiponderous,,,,adjective
3,ĕʹquĭty,,,,n.,5.0,83,7,equity,equity,E k w @ 4 i:,ɛkwəɾiː,noun
4,equĭʹvălent,L.,,,a.,6.0,83,11,equivalent,equivalent,i k w I v @ l @ n t,ikwɪvələnt,adjective
4,equĭʹvŏcal,L.,,,a.,7.0,83,10,equivocal,equivocal,i k w I v @ k @ l,ikwɪvəkəl,adjective
4,equĭʹvŏcăte,,,,v.,8.0,83,11,equivocate,equivocate,i k w I v @ k eI t,ikwɪvək?t,verb
6,equĭvŏcāʹtion,,,,n.,9.0,83,13,equivocation,equivocation,i k w i v @ k eI S @ n,ikwivək?ʃən,noun
4,erāʹdĭcāte,L.,,,v.,10.0,83,10,eradicate,eradicate,i r\ { 4 @ k eI t,iɹæɾək?t,verb
6,erădĭcāʹtion,,,,n.,11.0,83,12,eradication,eradication,i r\ { 4 @ k eI S @ n,iɹæɾək?ʃən,noun
5,erăʹdĭcătives,,,,n.,12.0,83,13,eradicatives,,,,noun
3,erāʹto,,,,n.,13.0,83,6,erato,,,,noun
1,ēre,,,,p.,14.0,83,3,ere,ere,E r\,ɛɹ,pronoun
2,erĕʹct,,,,a.,15.0,83,6,erect,erect,i r\ E k t,iɹɛkt,adjective
4,erĕʹction.,,,,n.,16.0,83,10,erection,erection,i r\ E k S @ n,iɹɛkʃən,noun
3,ĕʹrĕmīte,L.,,,n.,17.0,83,8,eremite,,,,noun
3,erĭʹngo,,,,n.,18.0,83,7,eringo,,,,noun
2,ĕʹrmĭne,F.,,,n.,19.0,83,7,ermine,ermine,3:r m @ n,ɜ:rmən,noun
2,erōʹde,,,,v.,20.0,83,6,erode,erode,i r\ @U d,iɹoʊd,verb
3,erōʹding,,,,n.,21.0,83,8,eroding,eroding,i r\ @U 4 i N,iɹoʊɾiŋ,noun
1,err,L.,,,v.,22.0,83,3,err,err,E r\,ɛɹ,verb
2,ĕʹrrănd,,,,n.,23.0,83,7,errand,errand,E r\ @ n d,ɛɹənd,noun
2,eʹrrănt,L.,,,a.,24.0,83,7,errant,errant,E r\ @ n t,ɛɹənt,adjective
3,errāʹtā,L.,,,n.,25.0,83,7,errata,,,,noun
3,errăʹtic,L.,,,a.,26.0,83,8,erratic,erratic,i r\ { 4 i k,iɹæɾik,adjective
4,ĕrrōʹne_o_us,L.,,,a.,27.0,83,12,erroneous,erroneous,E r\ @U n i: @ s,ɛɹoʊniːəs,adjective
2,ĕʹrror,L.,,,n.,28.0,83,6,error,error,E r\ 3:r,ɛɹɜ:r,noun
1,erſt,,,,p.,29.0,83,4,erst,,,,pronoun
2,erŭʹct,L.,,,v.,30.0,83,6,eruct,,,,verb
5,erŭctāʹtion,L.,,,n.,31.0,83,11,eructation,,,,noun
5,erūdĭʹtion,,,,n.,32.0,83,10,erudition,erudition,E r\ @ d I S @ n,ɛɹədɪʃən,noun
4,erūʹption,L.,,,n.,33.0,83,9,eruption,eruption,i r\ V p S @ n,iɹʌpʃən,noun
5,erysĭʹpĕlas,G.,,,n.,34.0,83,11,erysipelas,,,,noun
3,efcalāʹde,F.,,,n.,35.0,83,9,efcalade,,,,noun
2,efcāʹpe,F.,,,v.,36.0,83,7,efcape,,,,verb
2,efcăʹr,G.,,,n.,37.0,83,6,efcar,,,,noun
2,efcheaʹt,F.,,,n.,38.0,83,8,efcheat,,,,noun
3,efcheaʹtor,,,,n.,39.0,83,10,efcheator,,,,noun
2,efcheʹw,F.,,,v.,40.0,83,7,efchew,,,,verb
2,efcŏʹrt,,,,v.,41.0,83,7,efcort,,,,verb
3,ĕʹſcūlents,L.,,,n.,42.0,83,10,esculents,,,,noun
4,eſcŭʹtch_e_on,,,,n.,43.0,83,13,escutcheon,,,,noun
3,ĕſpălieʹr,F.,,,n.,44.0,83,9,espalier,espalier,E s p { l j 3:r,ɛspæljɜ:r,noun
4,eſpĕʹcĭal,,,,a.,45.0,83,9,especial,,,,adjective
5,eſpĕʹcĭally,,,,p.,46.0,83,11,especially,especially,@ s p E S l i:,əspɛʃliː,pronoun
3,ĕſplănāʹde,,,,n.,47.0,83,10,esplanade,esplanade,E s p l @ n A d,ɛsplənɑd,noun
3,eſpȯu̇ʹſals,F.,,,n.,48.0,83,11,espouosals,,,,noun
2,eſpȯu̇ʹſe,F.,,,v.,49.0,83,9,espouose,,,,verb
2,eſpyʹ,,,,v.,50.0,83,5,espy,espy,E s p i:,ɛspiː,verb
2,eſquīʹre,,,,n.,51.0,83,8,esquire,esquire,E s k w aI r\,ɛskw?ɹ,noun
2,eſſaʹrt,,,,v.,52.0,83,7,essart,,,,verb
2,ĕʹſſay,F.,,,n.,53.0,83,6,essay,essay,E s eI,ɛs?,noun
2,ĕʹſſĕnce,L.,,,n.,54.0,83,8,essence,essence,E s @ n s,ɛsəns,noun
3,ĕʹſſĕnces,L.,,,n.,55.0,83,9,essences,essences,E s @ n s i z,ɛsənsiz,noun
2,ĕſsēʹnes,,,,n.,56.0,83,8,essenes,,,,noun
4,ĕſlĕʹntial,,,,a.,57.0,83,10,eslential,,,,adjective
2,eſſoiʹn,,,,n.,58.0,83,7,essoin,,,,noun
3,eſtăʹbliſh,F.,,,v.,59.0,83,10,establish,establish,i s t { b l i S,istæbliʃ,verb
4,eſtăʹblĭſhment,F.,,,n.,60.0,83,14,establishment,establishment,i s t { b l i S m @ n t,istæbliʃmənt,noun
2,eſtāʹte,F.,,,n.,61.0,83,7,estate,estate,i s t eI t,ist?t,noun
2,eſteeʹm,F.,,,n.,62.0,83,7,esteem,esteem,@ s t i: m,əstiːm,noun
4,ĕʹſtĭmable,,,,a.,63.0,83,10,estimable,estimable,E s t @ m @ b @ l,ɛstəməbəl,adjective
3,ĕʹſtĭmāte,L.,,,v.,64.0,83,9,estimate,estimate,E s t @ m @ t,ɛstəmət,verb
2,ĕſtrāʹnge,F.,,,v.,65.0,83,9,estrange,estrange,E s t r\ eI n dZ,ɛstɹ?n?,verb
2,eſtreaʹt,,,,n.,66.0,83,8,estreat,,,,noun
3,eſtrēʹp_e_ment,,,,n.,67.0,83,14,estrepement,,,,noun
2,ĕʹtching,,,,n.,68.0,83,8,etching,etching,E tS i N,ɛ?iŋ,noun
3,etĕʹrnal,F.,,,a.,69.0,83,8,eternal,eternal,i t 3:r n @ l,itɜ:rnəl,adjective
4,etĕʹrnĭty,,,,n.,70.0,83,9,eternity,eternity,i t 3:r n @ 4 i:,itɜ:rnəɾiː,noun
3,etĕrnīʹze,,,,v.,71.0,83,9,eternize,,,,verb
4,ethēʹrėȧl,,,,a.,72.0,83,9,ethereal,ethereal,i T I r\ i: @ l,iθɪɹiːəl,adjective
2,ĕʹthics,G.,,,n.,73.0,83,7,ethics,ethics,E T i k s,ɛθiks,noun
2,ĕʹthnĭc,G.,,,a.,2.0,84,7,ethnic,ethnic,E T n i k,ɛθnik,adjective
5,ĕty̆mŏlŏʹgĭcal,G.,,,a.,3.0,84,14,etyomological,,,,adjective
5,ĕty̆mŏʹlŏgĭft,G.,,,n.,4.0,84,13,etyomologift,,,,noun
